State Imports by HS Commodities,,,,,,,
Current date: 07/30/2025 1:59 PM (Eastern Daylight Time),,,,,,,
State,Commodity,Country,Time,Vessel Value ($US),Customs Containerized Vessel Value (Gen) ($US),Vessel SWT (kg),Containerized Vessel SWT (Gen) (kg)
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Jun-20,"119,872","119,872","18,280","18,280"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Jul-20,"43,000","43,000","1,177","1,177"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Oct-20,"283,861","283,861","22,599","22,599"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Nov-20,"526,030","526,030","34,367","34,367"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Dec-20,"143,122","143,122","19,102","19,102"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Jan-21,"479,478","479,478","27,066","27,066"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Feb-21,"239,744","239,744","37,040","37,040"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Mar-21,"410,193","410,193","57,097","57,097"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Apr-21,"211,056","211,056","20,914","20,914"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,May-21,"272,676","272,676","42,663","42,663"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Jun-21,"211,056","211,056","20,898","20,898"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Jul-21,"139,902","139,902","18,956","18,956"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Aug-21,"216,186","216,186","21,062","21,062"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Sep-21,"122,051","122,051","18,520","18,520"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Oct-21,"122,051","122,051","18,160","18,160"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Nov-21,"242,129","242,129","37,040","37,040"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Dec-21,"468,960","468,960","57,928","57,928"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Jan-22,"192,357","192,357","5,020","5,020"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Feb-22,"311,320","311,320","23,256","23,256"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Mar-22,"245,918","245,918","37,040","37,040"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Apr-22,"369,967","369,967","55,560","55,560"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,May-22,"93,000","93,000",218,218
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Jun-22,"123,504","123,504","18,520","18,520"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Aug-22,"218,320","218,320","20,884","20,884"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Sep-22,"125,320","125,320","18,520","18,520"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Oct-22,"186,000","186,000","4,602","4,602"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Nov-22,"93,000","93,000","2,338","2,338"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Dec-22,"160,166","160,166","4,604","4,604"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Mar-23,"223,424","223,424","5,256","5,256"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,May-23,"93,000","93,000","2,362","2,362"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Jul-23,"258,777","258,777","6,651","6,651"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Sep-23,"579,022","579,022","76,576","76,576"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Oct-23,"327,357","327,357","39,290","39,290"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Jan-24,"117,701","117,701","2,688","2,688"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Feb-24,"327,358","327,358","39,232","39,232"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Mar-24,"246,249","246,249","37,048","37,048"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Apr-24,"123,120","123,120","18,600","18,600"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,May-24,"430,058","430,058","41,636","41,636"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Jun-24,"112,329","112,329","18,448","18,448"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Jul-24,"112,329","112,329","18,448","18,448"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Aug-24,"102,700","102,700","2,360","2,360"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Sep-24,"219,354","219,354","20,923","20,923"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Oct-24,"112,329","112,329","18,448","18,448"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Nov-24,"445,500","445,500","57,846","57,846"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Jan-25,"448,880","448,880","57,870","57,870"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Feb-25,"185,955","185,955","4,080","4,080"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Mar-25,"148,065","148,065","19,600","19,600"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,Apr-25,"227,060","227,060","36,896","36,896"
Iowa,21 Miscellaneous Edible Preparations,Asia - South,May-25,"106,260","106,260","2,320","2,320"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jan-08,"337,255","337,255","47,955","47,955"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Feb-08,"133,550","133,550","18,990","18,990"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Mar-09,"261,100","261,100","73,500","73,500"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jul-09,"71,820","71,820","57,000","57,000"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Aug-09,"396,520","396,520","115,293","115,293"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Sep-09,"119,700","119,700","101,650","101,650"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Dec-09,"202,920","202,920","60,420","60,420"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jan-10,"405,840","405,840","115,600","115,600"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Feb-10,"55,290","55,290","59,400","59,400"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Mar-10,"115,900","115,900","40,660","40,660"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Apr-10,"57,950","57,950","20,330","20,330"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,May-10,"327,130","327,130","196,360","196,360"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jun-10,"535,800","535,800","243,960","243,960"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jul-10,"226,090","226,090","120,350","120,350"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Aug-10,"653,220","653,220","284,620","284,620"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Sep-10,"210,710","210,710","101,650","101,650"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Oct-10,"347,700","347,700","121,410","121,410"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Feb-11,"113,240","113,240","81,320","81,320"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Mar-11,"173,850","173,850","60,990","60,990"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Apr-11,"193,800","193,800","60,990","60,990"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,May-11,"63,365","63,365","20,330","20,330"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jun-11,"443,555","443,555","141,360","141,360"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jul-11,"316,825","316,825","102,790","102,790"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Aug-11,"637,355","637,355","203,300","203,300"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Sep-11,"320,150","320,150","100,820","100,820"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Oct-11,"510,245","510,245","158,937","158,937"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Nov-11,"378,155","378,155","102,140","102,140"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jan-12,"280,000","280,000","5,400","5,400"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Apr-12,"416,090","416,090","65,310","65,310"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,May-12,"720,180","720,180","128,460","128,460"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jun-12,"1,027,050","1,027,050","77,190","77,190"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jul-12,"728,000","728,000","14,560","14,560"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Oct-12,"1,568,000","1,568,000","30,240","30,240"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jan-13,"896,000","896,000","17,920","17,920"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Feb-13,"806,520","806,520","53,796","53,796"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,May-13,"1,225,050","1,225,050","152,636","152,636"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jun-13,"1,958,026","1,958,026","619,094","619,094"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Aug-13,"67,260","67,260","19,680","19,680"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Sep-13,"56,000","56,000","16,400","16,400"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Oct-13,"201,780","201,780","58,690","58,690"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Dec-13,"163,400","163,400","39,500","39,500"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jan-14,"63,000","63,000","15,150","15,150"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Feb-14,"81,700","81,700","19,950","19,950"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Mar-14,"168,000","168,000","3,360","3,360"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,May-14,"163,400","163,400","39,596","39,596"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jun-14,"52,500","52,500","15,150","15,150"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jul-14,"163,400","163,400","39,208","39,208"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Aug-14,"81,700","81,700","19,798","19,798"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Sep-14,"81,700","81,700","19,418","19,418"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Nov-14,"81,700","81,700","19,418","19,418"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Dec-14,"81,700","81,700","19,950","19,950"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jan-15,"81,700","81,700","19,950","19,950"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Feb-15,"81,700","81,700","19,570","19,570"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Mar-15,"171,000","171,000","60,600","60,600"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Apr-15,"814,008","814,008","171,134","171,134"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,May-15,"42,000","42,000","15,150","15,150"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jun-15,"163,400","163,400","39,140","39,140"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jul-15,"42,000","42,000","15,150","15,150"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Aug-15,"163,400","163,400","39,140","39,140"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Oct-15,"20,927","20,927","15,150","15,150"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Nov-15,"22,365","22,365","15,150","15,150"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jan-16,"44,730","44,730","30,300","30,300"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Mar-16,"550,152","550,152","204,930","204,930"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,May-16,"455,559","455,559","180,825","180,825"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jun-16,"328,320","328,320","115,800","115,800"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Aug-16,"84,052","84,052","37,329","37,329"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Sep-16,"627,200","627,200","16,380","16,380"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Oct-16,"21,665","21,665","15,150","15,150"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Nov-16,"25,665","25,665","15,150","15,150"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Dec-16,"117,665","25,665","17,390","15,150"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jan-17,"69,330","69,330","30,300","30,300"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Feb-17,"71,877","71,877","19,703","19,703"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Mar-17,"683,000","683,000","31,009","31,009"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Apr-17,"1,145,069","1,145,069","211,183","211,183"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,May-17,"1,305,951","1,305,951","237,257","237,257"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jun-17,"357,638","357,638","109,112","109,112"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jul-17,"37,500","37,500","15,150","15,150"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Aug-17,"240,706","240,706","35,908","35,908"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Oct-17,"350,400","350,400","8,960","8,960"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Nov-17,"613,200","613,200","15,680","15,680"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jan-18,"655,100","655,100","21,902","21,902"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,May-18,"783,313","736,000","19,923","17,920"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jul-18,"712,000","712,000","17,920","17,920"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Oct-18,"74,689","74,689","19,703","19,703"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Dec-18,"712,000","712,000","17,920","17,920"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Feb-19,"72,808","72,808","19,703","19,703"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Mar-19,"35,685","35,685","12,955","12,955"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Apr-19,"74,024","74,024","19,703","19,703"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jun-19,"356,000","356,000","8,960","8,960"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jul-19,"720,401","720,401","107,779","107,779"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Sep-19,"257,916","257,916","83,206","83,206"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Oct-19,"280,572","280,572","88,380","88,380"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Nov-19,"5,406","5,406","4,647","4,647"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Dec-19,"712,000","712,000","17,920","17,920"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jan-20,"198,873","198,873","64,980","64,980"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Feb-20,"266,397","266,397","60,392","60,392"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Mar-20,"341,384","338,493","41,693","41,155"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Apr-20,"100,450","100,450","19,040","19,040"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,May-20,"664,786","659,004","141,824","140,714"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jun-20,"825,118","822,227","22,645","22,095"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jul-20,"103,001","103,001","8,330","8,330"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Aug-20,"155,543","155,543","17,946","17,946"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Sep-20,"84,434","84,434","3,080","3,080"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Oct-20,"2,040","2,040",890,890
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Nov-20,"828,228","816,663","24,134","21,943"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Dec-20,"577,910","577,910","71,294","71,294"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jan-21,"711,472","711,472","87,434","87,434"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Feb-21,"778,885","778,885","108,750","108,750"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Mar-21,"513,267","513,267","74,088","74,088"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Apr-21,"1,819,046","1,819,046","166,042","166,042"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,May-21,"125,449","125,449","17,056","17,056"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jun-21,"130,439","130,439","17,686","17,686"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jul-21,"617,245","617,245","85,280","85,280"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Aug-21,"1,709,796","1,709,796","189,190","189,190"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Sep-21,"1,135,889","1,135,889","198,858","198,858"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Oct-21,"155,770","155,770","22,749","22,749"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Nov-21,"591,764","591,764","127,062","127,062"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Dec-21,"674,383","674,383","77,771","77,771"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jan-22,"1,234,090","1,234,090","117,449","117,449"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Feb-22,"1,049,538","1,049,538","160,153","160,153"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Mar-22,"1,044,193","1,044,193","117,540","117,540"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Apr-22,"734,733","734,733","96,946","96,946"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,May-22,"381,667","381,667","28,597","28,597"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jun-22,"1,761,802","1,761,802","210,868","210,868"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jul-22,"1,434,729","1,434,729","126,946","126,946"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Aug-22,"2,611,705","2,611,705","247,558","247,558"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Sep-22,"1,324,396","1,324,396","48,344","48,344"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Oct-22,"1,393,573","1,393,573","124,559","124,559"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Nov-22,"525,049","525,049","25,612","25,612"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Dec-22,"1,763,542","1,763,542","131,956","131,956"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jan-23,"2,088,349","2,088,349","214,044","214,044"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Feb-23,"605,050","605,050","57,631","57,631"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Mar-23,"721,785","721,785","72,988","72,988"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Apr-23,"672,752","672,752","69,636","69,636"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,May-23,"1,229,633","1,229,633","85,872","85,872"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jun-23,"1,082,946","1,082,946","113,668","113,668"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jul-23,"37,395","33,920","2,331","1,307"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Aug-23,"435,528","435,528","24,011","24,011"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Sep-23,"1,033,776","1,033,776","107,103","107,103"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Oct-23,"1,005,945","1,005,945","106,238","106,238"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Nov-23,"2,021,568","2,021,568","212,954","212,954"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Dec-23,"1,654,169","1,654,169","174,762","174,762"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jan-24,"2,016,184","2,016,184","212,476","212,476"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Feb-24,"27,255","27,255",922,922
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Mar-24,"859,446","859,446","90,156","90,156"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Apr-24,"174,134","174,134","16,960","16,960"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,May-24,"1,938,649","1,938,649","162,593","162,593"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jun-24,"2,309,715","2,309,715","277,897","277,897"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jul-24,"1,152,929","1,152,929","138,008","138,008"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Aug-24,"1,734,053","1,721,633","211,761","210,477"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Sep-24,"1,039,578","1,039,578","149,131","149,131"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Oct-24,"1,322,881","1,322,881","135,472","135,472"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Nov-24,"1,240,391","1,240,391","141,068","141,068"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Dec-24,"842,657","842,657","110,471","110,471"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Jan-25,"773,400","773,400","90,440","90,440"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Feb-25,"56,511","56,511","3,512","3,512"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Mar-25,"534,925","534,925","49,475","49,475"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,Apr-25,"787,200","787,200","221,400","221,400"
Iowa,21 Miscellaneous Edible Preparations,Asia - Other,May-25,"212,500","212,500","9,264","9,264"
Iowa,21 Miscellaneous Edible Preparations,Australia and Oceania,Apr-12,"2,216","2,216",31,31
Iowa,21 Miscellaneous Edible Preparations,Australia and Oceania,Sep-16,"194,370","194,370","21,696","21,696"
Iowa,21 Miscellaneous Edible Preparations,Australia and Oceania,Nov-16,"98,486","98,486","10,848","10,848"
Iowa,21 Miscellaneous Edible Preparations,Europe,Jan-08,"218,966","218,966","148,801","148,801"
Iowa,21 Miscellaneous Edible Preparations,Europe,Feb-08,"357,520","357,520","334,784","334,784"
Iowa,21 Miscellaneous Edible Preparations,Europe,Mar-08,"185,080","185,080","145,982","145,982"
Iowa,21 Miscellaneous Edible Preparations,Europe,Apr-08,"289,905","289,905","272,476","272,476"
Iowa,21 Miscellaneous Edible Preparations,Europe,May-08,"289,056","289,056","254,154","254,154"
Iowa,21 Miscellaneous Edible Preparations,Europe,Jun-08,"167,165","167,165","145,350","145,350"
Iowa,21 Miscellaneous Edible Preparations,Europe,Jul-08,"326,011","326,011","277,576","277,576"
Iowa,21 Miscellaneous Edible Preparations,Europe,Aug-08,"89,353","89,353","69,752","69,752"
Iowa,21 Miscellaneous Edible Preparations,Europe,Sep-08,"44,650","44,650","38,608","38,608"
Iowa,21 Miscellaneous Edible Preparations,Europe,Oct-08,"96,147","96,147","62,012","62,012"
Iowa,21 Miscellaneous Edible Preparations,Europe,Jan-09,"131,880","131,880","23,736","23,736"
Iowa,21 Miscellaneous Edible Preparations,Europe,Feb-09,"31,027","31,027","5,122","5,122"
Iowa,21 Miscellaneous Edible Preparations,Europe,May-09,"55,575","55,575","57,114","57,114"
Iowa,21 Miscellaneous Edible Preparations,Europe,Jul-09,"39,900","39,900","38,608","38,608"
Iowa,21 Miscellaneous Edible Preparations,Europe,Aug-09,"42,750","42,750","38,644","38,644"
Iowa,21 Miscellaneous Edible Preparations,Europe,Dec-09,"83,300","83,300","17,425","17,425"
Iowa,21 Miscellaneous Edible Preparations,Europe,Mar-10,"45,600","45,600","38,608","38,608"
Iowa,21 Miscellaneous Edible Preparations,Europe,Apr-10,"45,600","45,600","38,000","38,000"
Iowa,21 Miscellaneous Edible Preparations,Europe,May-10,"57,124","57,124","15,794","15,794"
Iowa,21 Miscellaneous Edible Preparations,Europe,Jun-10,"115,840","115,840","33,536","33,536"
Iowa,21 Miscellaneous Edible Preparations,Europe,Aug-10,"64,350","64,350","54,304","54,304"
Iowa,21 Miscellaneous Edible Preparations,Europe,Sep-10,"42,750","42,750","38,608","38,608"
Iowa,21 Miscellaneous Edible Preparations,Europe,Nov-10,"85,700","85,700","77,216","77,216"
Iowa,21 Miscellaneous Edible Preparations,Europe,Dec-10,"42,750","42,750","38,608","38,608"
Iowa,21 Miscellaneous Edible Preparations,Europe,Feb-11,"43,700","43,700","38,608","38,608"
Iowa,21 Miscellaneous Edible Preparations,Europe,Apr-11,"45,600","45,600","38,608","38,608"
Iowa,21 Miscellaneous Edible Preparations,Europe,Jul-11,"45,600","45,600","38,608","38,608"
Iowa,21 Miscellaneous Edible Preparations,Europe,Aug-11,"24,225","24,225","19,304","19,304"
Iowa,21 Miscellaneous Edible Preparations,Europe,Sep-11,"72,675","72,675","57,912","57,912"
Iowa,21 Miscellaneous Edible Preparations,Europe,Oct-11,"48,450","48,450","38,608","38,608"
Iowa,21 Miscellaneous Edible Preparations,Europe,Nov-11,"96,900","96,900","77,216","77,216"
Iowa,21 Miscellaneous Edible Preparations,Europe,Dec-11,"227,760","227,760","26,457","26,457"
Iowa,21 Miscellaneous Edible Preparations,Europe,Jan-12,"113,880","113,880","13,229","13,229"
Iowa,21 Miscellaneous Edible Preparations,Europe,Feb-12,"237,104","237,104","24,710","24,710"
Iowa,21 Miscellaneous Edible Preparations,Europe,Mar-12,"96,228","96,228","57,025","57,025"
Iowa,21 Miscellaneous Edible Preparations,Europe,Apr-12,"7,211","7,211",887,887
Iowa,21 Miscellaneous Edible Preparations,Europe,May-12,"2,357","2,357",236,236
Iowa,21 Miscellaneous Edible Preparations,Europe,Jun-12,"190,580","190,580","13,105","13,105"
Iowa,21 Miscellaneous Edible Preparations,Europe,Jul-12,"90,859","90,859","55,924","55,924"
Iowa,21 Miscellaneous Edible Preparations,Europe,Aug-12,"22,122","22,122","2,011","2,011"
Iowa,21 Miscellaneous Edible Preparations,Europe,Sep-12,"4,813","4,813",858,858
Iowa,21 Miscellaneous Edible Preparations,Europe,Oct-12,"166,604","166,604","48,382","48,382"
Iowa,21 Miscellaneous Edible Preparations,Europe,Dec-12,"62,214","62,214","38,900","38,900"
Iowa,21 Miscellaneous Edible Preparations,Europe,Feb-13,"55,100","55,100","38,608","38,608"
Iowa,21 Miscellaneous Edible Preparations,Europe,Mar-13,"156,758","156,758","40,189","40,189"
Iowa,21 Miscellaneous Edible Preparations,Europe,May-13,"205,870","205,870","93,964","93,964"
Iowa,21 Miscellaneous Edible Preparations,Europe,Jun-13,"228,835","228,835","92,138","92,138"
Iowa,21 Miscellaneous Edible Preparations,Europe,Jul-13,"179,607","179,607","47,632","47,632"
Iowa,21 Miscellaneous Edible Preparations,Europe,Aug-13,"252,442","252,442","90,434","90,434"
Iowa,21 Miscellaneous Edible Preparations,Europe,Sep-13,"152,713","152,713","74,208","74,208"
Iowa,21 Miscellaneous Edible Preparations,Europe,Oct-13,"234,873","234,873","66,181","66,181"
Iowa,21 Miscellaneous Edible Preparations,Europe,Nov-13,"179,014","179,014","61,887","61,887"
Iowa,21 Miscellaneous Edible Preparations,Europe,Dec-13,"978,645","978,645","83,735","83,735"
