State Imports by HS Commodities,,,,,,,
Current date: 07/30/2025 1:59 PM (Eastern Daylight Time),,,,,,,
State,Commodity,Country,Time,Vessel Value ($US),Customs Containerized Vessel Value (Gen) ($US),Vessel SWT (kg),Containerized Vessel SWT (Gen) (kg)
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Jan-19,"103,078","103,078","50,249","50,249"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Feb-19,"49,516","49,516","47,464","47,464"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Mar-19,"115,040","115,040","70,934","70,934"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Apr-19,"123,812","123,812","88,506","88,506"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,May-19,"74,665","62,665","27,041","25,837"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Sep-19,857,857,461,461
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Oct-19,"2,820","2,820","1,023","1,023"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Nov-19,"69,488","69,488","10,417","10,417"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Dec-19,"73,500","73,500","81,342","81,342"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Jan-20,"16,534","16,534","10,487","10,487"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Feb-20,"69,194","69,194","71,333","71,333"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Apr-20,"12,015","12,015","18,894","18,894"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,May-20,"42,526","27,076","41,903","39,915"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Oct-20,"1,489","1,489",284,284
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Dec-20,"151,174","151,174","101,905","101,905"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Jan-21,"17,808","17,808","6,776","6,776"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Feb-21,"5,436","5,436","2,013","2,013"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Mar-21,"91,035","78,638","79,874","75,440"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Apr-21,"104,248","101,411","61,341","60,263"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,May-21,"123,491","82,647","90,040","33,488"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Jun-21,"66,599","27,236","42,868","20,713"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Jul-21,"1,625","1,625",71,71
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Aug-21,"33,344","33,344","10,091","10,091"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Sep-21,"21,477","21,477","9,034","9,034"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Nov-21,"17,762","4,149","19,571",470
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Dec-21,"61,274","26,384","11,326","7,446"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Jan-22,"152,620","152,620","31,300","31,300"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Feb-22,"52,015","50,942","14,827","14,680"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Mar-22,"24,599","24,599","22,881","22,881"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Apr-22,"144,414","95,872","63,868","5,554"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,May-22,"101,877","101,877","25,108","25,108"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Jun-22,"144,290","131,665","4,663","3,313"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Jul-22,"112,096","112,096","14,712","14,712"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Aug-22,"15,797","4,127","6,246","5,036"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Sep-22,"69,080","69,080","2,216","2,216"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Oct-22,"13,841","4,871","4,545","3,765"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Nov-22,"16,645","16,645","6,536","6,536"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Dec-22,"63,685","63,685","10,087","10,087"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Jan-23,"75,209","75,209","9,109","9,109"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Feb-23,"78,698","78,698","39,186","39,186"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Mar-23,"102,198","102,198","40,868","40,868"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Apr-23,"120,504","120,504","42,668","42,668"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,May-23,"39,402","39,402","8,093","8,093"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Jun-23,"91,783","91,783","3,210","3,210"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Jul-23,"11,660","11,660",465,465
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Aug-23,"33,211","19,997","20,384","1,065"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Sep-23,"105,629","105,629","21,351","21,351"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Oct-23,"12,939","12,939","1,790","1,790"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Nov-23,"37,880","37,280","2,917","2,775"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Dec-23,"18,606","18,606","6,776","6,776"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Jan-24,"63,874","63,874","20,388","20,388"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Feb-24,"105,530","75,346","63,581","39,450"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Mar-24,"34,391","21,080","38,929","38,288"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Apr-24,"152,231","139,021","117,211","98,033"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,May-24,"73,792","34,778","131,734","74,200"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Jun-24,"108,112","108,112","72,262","72,262"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Jul-24,"30,864","30,864","38,430","38,430"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Aug-24,"46,191","46,191",513,513
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Sep-24,"213,130","84,921","81,227","37,217"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Oct-24,"70,906","55,474","39,670","20,455"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Nov-24,"66,012","66,012","3,357","3,357"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Dec-24,"15,048","15,048","1,860","1,860"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Jan-25,"223,284","156,667","103,305","16,872"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Feb-25,"218,125","37,931","100,057","43,451"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,Mar-25,"158,958","71,259","89,682","60,152"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Asia - Other,May-25,"15,037","15,037","20,402","20,402"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Australia and Oceania,Jan-16,"7,800","7,800",190,190
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Australia and Oceania,Sep-16,"13,000","13,000",298,298
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Australia and Oceania,Dec-17,"9,721","9,721",302,302
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Australia and Oceania,Jun-18,"9,744","9,744",305,305
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Australia and Oceania,Mar-19,"13,500","13,500",329,329
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Australia and Oceania,Apr-19,"9,002","9,002",273,273
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Australia and Oceania,Apr-20,"7,862","7,862",453,453
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Australia and Oceania,Sep-20,"17,480","17,480",883,883
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Australia and Oceania,Mar-21,"6,441","6,441",200,200
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Australia and Oceania,Jul-21,"20,688","20,688",877,877
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Australia and Oceania,Jan-22,"20,482","20,482",600,600
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Australia and Oceania,Jun-22,"20,390","20,390",599,599
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Australia and Oceania,Oct-22,"18,252","18,252",610,610
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Australia and Oceania,Mar-23,"8,293","8,293",280,280
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Australia and Oceania,Apr-23,"10,136","10,136",337,337
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Australia and Oceania,Jul-23,"9,276","9,276",351,351
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Australia and Oceania,Aug-23,"18,157","18,157",667,667
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,Feb-08,"16,448","16,448","1,448","1,448"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,Aug-11,"5,683","5,683",180,180
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,Apr-16,"2,229","2,229",304,304
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,Nov-17,"2,562","2,562",367,367
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,Feb-18,782,782,159,159
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,Aug-18,910,910,969,969
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,Jan-19,839,839,125,125
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,May-19,"2,242","2,242",358,358
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,Jan-20,"1,397","1,397",180,180
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,Jun-20,899,899,126,126
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,Jan-21,"13,170","13,170",305,305
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,May-21,"5,925","5,925","1,990","1,990"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,Jun-21,"17,345","17,345",587,587
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,Jul-21,"16,944","16,944",381,381
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,Nov-21,"7,464","7,464",322,322
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,Dec-21,"7,151","7,151",238,238
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,May-22,"22,314","22,314","3,629","3,629"
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,Aug-22,"5,705","5,705",293,293
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,Sep-22,"9,016","9,016",464,464
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,Dec-22,279,279,12,12
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,Apr-23,"12,603","12,603",993,993
Iowa,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",Europe,Apr-24,"3,301","3,301",113,113
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia Near East,Nov-20,612,612,510,510
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia Near East,Apr-25,256,256,115,115
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Aug-15,"11,705","11,705",203,203
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Sep-15,"10,915","10,915",227,227
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Jan-16,"30,839","30,839",748,748
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,May-16,"21,895","21,895",464,464
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Jun-16,"17,382","17,382",553,553
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Oct-16,"42,543","42,543","1,065","1,065"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Jan-18,"42,820","42,820",954,954
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,May-18,"13,020","13,020",214,214
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Jun-18,"9,672","9,672",307,307
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Jul-18,"51,107","51,107","1,144","1,144"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Aug-18,"6,278","6,278",189,189
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Jan-19,"14,866","14,866",402,402
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,May-19,"39,395","39,395",943,943
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Jun-19,"3,608","3,608",112,112
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Jul-19,"6,143","6,143",81,81
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Dec-19,"33,226","33,226",648,648
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Apr-20,"6,915","6,915",129,129
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Aug-20,"70,880","70,880","1,479","1,479"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Jan-21,"51,988","51,988",893,893
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Jul-21,"17,745","17,745",256,256
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Aug-21,"11,925","11,925",305,305
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Jan-22,"8,460","8,460",192,192
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Mar-22,"4,406","4,406",104,104
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Aug-22,"14,481","14,481",379,379
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Nov-22,"19,500","19,500",412,412
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Apr-23,"34,110","34,110",446,446
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Jun-23,"60,637","60,637","1,242","1,242"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Jul-23,"16,415","16,415",233,233
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Aug-23,"4,250","4,250",181,181
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - South,Sep-23,"4,200","4,200",68,68
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Jan-08,"3,975","3,975",230,230
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Feb-08,"28,392","28,392","5,430","5,430"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Apr-08,"36,360","36,360","4,366","4,366"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,May-08,"11,735","11,735","1,835","1,835"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Jun-08,"10,780","10,780","2,094","2,094"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Jul-08,"90,462","90,462","21,871","21,871"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Aug-08,"28,211","28,211","6,012","6,012"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Sep-08,"69,001","69,001","3,674","3,674"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Oct-08,"22,366","22,366","4,454","4,454"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Dec-08,"82,962","82,962","19,116","19,116"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Jan-09,"180,805","180,805","38,862","38,862"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Feb-09,"215,989","215,989","46,778","46,778"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Apr-09,"12,330","12,330","1,326","1,326"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,May-09,"24,481","24,481","3,067","3,067"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Jun-09,"14,538","14,538","2,150","2,150"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Jul-09,"102,172","102,172","27,615","27,615"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Aug-09,"28,483","28,483","2,533","2,533"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Sep-09,"11,154","11,154","1,748","1,748"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Oct-09,"18,484","18,484","2,707","2,707"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Nov-09,"5,026","5,026",576,576
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Dec-09,"214,776","214,776","53,165","53,165"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Jan-10,"223,898","223,898","16,336","16,336"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Feb-10,"54,902","54,902","19,307","19,307"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Mar-10,"298,208","298,208","39,191","39,191"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Apr-10,"16,018","16,018","2,708","2,708"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,May-10,"11,817","11,817","3,017","3,017"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Jun-10,"30,631","30,631","6,736","6,736"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Jul-10,"230,651","230,651","14,442","14,442"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Aug-10,"205,990","205,990","18,804","18,804"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Sep-10,"92,121","92,121","7,346","7,346"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Oct-10,"154,575","154,575","4,617","4,617"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Nov-10,"40,148","40,148",943,943
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Dec-10,"398,949","398,949","46,898","46,898"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Jan-11,"519,780","511,606","43,592","42,988"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Feb-11,"289,136","279,817","281,946","281,157"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Mar-11,"2,049","2,049",494,494
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Apr-11,"96,518","96,518","4,871","4,871"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,May-11,"11,505","11,505","2,995","2,995"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Jun-11,"135,056","135,056","19,284","19,284"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Jul-11,"251,074","251,074","28,320","28,320"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Aug-11,"131,616","131,616","17,141","17,141"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Sep-11,"83,986","83,986","9,209","9,209"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Oct-11,"56,811","56,811","6,403","6,403"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Nov-11,"90,013","90,013","6,336","6,336"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Dec-11,"164,640","164,640","13,439","13,439"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Jan-12,"266,843","266,843","22,708","22,708"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Feb-12,"193,611","193,611","15,897","15,897"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Mar-12,"79,020","79,020","3,381","3,381"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Apr-12,"199,484","198,584","6,235","6,145"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,May-12,"321,781","321,781","11,241","11,241"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Jun-12,"58,166","58,166","1,941","1,941"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Jul-12,"216,717","216,717","14,967","14,967"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Aug-12,"182,335","182,335","24,415","24,415"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Sep-12,"146,267","146,267","8,961","8,961"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Oct-12,"30,436","30,436",574,574
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Nov-12,"46,883","46,883","7,513","7,513"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Dec-12,"74,495","64,690","4,284","3,538"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Jan-13,"194,139","194,139","19,301","19,301"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Feb-13,"79,958","79,958","4,259","4,259"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Mar-13,"22,247","22,247",671,671
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Apr-13,"50,915","50,915",731,731
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,May-13,"23,665","23,665","2,152","2,152"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Jun-13,"46,162","46,162","5,498","5,498"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Jul-13,"128,088","128,088","9,477","9,477"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Aug-13,"151,378","151,378","12,940","12,940"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Sep-13,"61,351","61,351","5,533","5,533"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Oct-13,"35,398","35,398","1,201","1,201"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Nov-13,"55,579","55,579","2,199","2,199"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Dec-13,"151,276","151,276","12,547","12,547"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Jan-14,"57,892","57,892","3,777","3,777"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Feb-14,"126,967","122,960","16,003","15,743"
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Mar-14,"31,839","31,839",407,407
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,Apr-14,"8,325","8,325",900,900
Iowa,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",Asia - Other,May-14,"21,454","21,454","2,511","2,511"
