State Imports by HS Commodities,,,,,,,
Current date: 07/30/2025 1:51 PM (Eastern Daylight Time),,,,,,,
State,Commodity,Country,Time,Vessel Value ($US),Customs Containerized Vessel Value (Gen) ($US),Vessel SWT (kg),Containerized Vessel SWT (Gen) (kg)
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Sep-15,"5,763,876","5,716,750","1,242,425","1,237,151"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Oct-15,"6,771,395","6,765,385","1,383,117","1,381,188"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Nov-15,"7,185,838","7,182,928","1,566,535","1,566,375"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Dec-15,"7,953,279","7,938,203","1,855,173","1,851,226"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jan-16,"8,761,449","8,705,953","2,300,271","2,287,950"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Feb-16,"9,438,839","9,395,977","2,601,050","2,589,088"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Mar-16,"6,972,429","6,972,429","1,636,903","1,636,903"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Apr-16,"8,294,994","8,285,994","1,978,535","1,974,664"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,May-16,"8,257,801","8,180,655","2,154,561","2,129,284"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jun-16,"7,326,507","6,783,088","1,723,896","1,564,414"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jul-16,"9,323,014","9,323,014","2,618,354","2,618,354"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Aug-16,"6,883,986","6,861,416","1,727,458","1,720,515"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Sep-16,"7,406,506","7,390,666","1,959,362","1,958,075"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Oct-16,"7,443,774","7,443,774","1,901,910","1,901,910"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Nov-16,"8,127,022","8,127,022","1,890,893","1,890,893"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Dec-16,"7,719,104","7,719,104","1,573,478","1,573,478"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jan-17,"10,565,893","10,543,936","2,140,881","2,138,092"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Feb-17,"11,403,334","11,403,334","2,337,439","2,337,439"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Mar-17,"12,392,686","12,353,454","2,566,003","2,559,145"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Apr-17,"12,163,319","12,163,319","2,734,928","2,734,928"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,May-17,"11,860,778","11,860,778","2,521,832","2,521,832"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jun-17,"8,363,322","8,349,036","1,651,404","1,648,219"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jul-17,"8,668,735","8,344,943","1,992,503","1,802,372"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Aug-17,"10,198,132","10,195,432","2,415,020","2,414,833"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Sep-17,"9,280,395","9,280,395","2,010,249","2,010,249"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Oct-17,"10,829,819","10,814,442","2,387,424","2,386,352"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Nov-17,"8,187,452","8,134,644","1,725,768","1,714,945"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Dec-17,"7,781,409","7,759,119","1,697,343","1,692,539"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jan-18,"13,617,633","13,579,698","2,816,881","2,809,621"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Feb-18,"10,023,737","10,023,737","2,158,663","2,158,663"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Mar-18,"14,771,587","14,753,757","2,794,016","2,791,926"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Apr-18,"13,131,999","13,106,260","2,608,490","2,605,838"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,May-18,"10,975,486","10,945,136","2,197,956","2,187,841"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jun-18,"10,639,078","10,639,078","2,127,198","2,127,198"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jul-18,"11,746,952","11,726,263","2,556,555","2,552,430"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Aug-18,"13,564,348","13,564,348","2,482,081","2,482,081"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Sep-18,"10,844,120","10,781,811","2,029,778","2,020,069"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Oct-18,"13,006,894","13,006,894","2,540,592","2,540,592"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Nov-18,"11,225,387","11,186,402","2,534,818","2,527,236"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Dec-18,"14,261,310","14,261,310","3,351,201","3,351,201"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jan-19,"11,371,567","11,371,567","2,725,539","2,725,539"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Feb-19,"7,802,404","7,802,404","1,950,933","1,950,933"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Mar-19,"7,842,423","7,842,423","1,977,487","1,977,487"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Apr-19,"12,597,079","12,597,079","2,405,324","2,405,324"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,May-19,"9,984,146","9,968,872","2,252,603","2,250,666"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jun-19,"12,619,650","12,619,650","2,153,509","2,153,509"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jul-19,"12,866,887","12,866,887","2,492,116","2,492,116"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Aug-19,"10,864,296","10,774,134","2,108,751","2,062,417"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Sep-19,"9,805,104","9,795,104","1,868,734","1,865,556"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Oct-19,"10,957,596","10,952,304","1,986,020","1,985,506"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Nov-19,"12,137,170","12,132,170","2,197,078","2,192,111"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Dec-19,"8,796,805","8,796,805","1,631,975","1,631,975"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jan-20,"11,220,459","11,182,381","2,210,055","2,199,617"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Feb-20,"10,707,566","10,707,566","1,923,356","1,923,356"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Mar-20,"9,591,383","9,581,151","1,611,987","1,607,664"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Apr-20,"11,526,224","11,487,553","2,256,305","2,247,121"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,May-20,"4,408,404","4,395,573","1,176,845","1,173,784"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jun-20,"4,528,506","4,508,251","1,103,442","1,099,367"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jul-20,"5,904,599","5,904,599","1,063,032","1,063,032"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Aug-20,"10,789,563","10,781,241","2,125,524","2,124,833"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Sep-20,"10,216,190","9,985,951","1,812,601","1,803,750"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Oct-20,"12,322,204","12,071,577","1,958,764","1,942,418"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Nov-20,"10,113,724","9,886,008","1,757,982","1,749,377"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Dec-20,"10,735,870","10,591,644","1,864,047","1,858,879"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jan-21,"8,850,561","8,491,610","1,752,338","1,734,211"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Feb-21,"14,362,972","14,290,717","2,347,341","2,337,504"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Mar-21,"13,692,995","13,640,376","2,700,833","2,690,463"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Apr-21,"11,016,278","10,568,493","1,980,028","1,965,621"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,May-21,"17,375,284","17,360,544","3,021,632","3,018,677"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jun-21,"15,497,611","15,494,707","3,252,785","3,251,985"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jul-21,"13,528,578","13,514,338","2,760,307","2,748,887"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Aug-21,"13,406,507","12,661,004","2,386,306","2,366,596"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Sep-21,"15,223,043","15,214,470","2,752,652","2,749,932"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Oct-21,"16,333,227","16,333,227","3,634,814","3,634,814"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Nov-21,"13,245,830","13,245,830","2,467,454","2,467,454"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Dec-21,"10,317,387","10,317,387","1,930,112","1,930,112"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jan-22,"10,068,856","9,843,430","1,703,631","1,664,928"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Feb-22,"12,209,565","11,921,772","2,019,924","1,969,631"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Mar-22,"16,436,367","16,436,367","2,599,689","2,599,689"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Apr-22,"11,396,884","11,396,884","2,212,609","2,212,609"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,May-22,"14,731,811","14,731,811","2,436,471","2,436,471"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jun-22,"18,125,291","18,125,291","3,084,191","3,084,191"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jul-22,"19,264,905","19,261,026","3,068,147","3,067,227"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Aug-22,"17,072,646","16,518,371","2,490,426","2,395,987"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Sep-22,"12,179,142","12,014,506","1,829,382","1,799,827"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Oct-22,"14,997,766","14,681,749","2,305,476","2,253,467"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Nov-22,"12,800,071","12,797,461","1,868,129","1,867,375"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Dec-22,"18,778,600","18,611,181","2,529,639","2,498,711"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jan-23,"11,813,482","11,801,960","1,741,735","1,741,025"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Feb-23,"10,285,504","10,268,948","1,567,983","1,564,543"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Mar-23,"8,156,680","8,142,392","1,255,426","1,254,436"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Apr-23,"9,035,761","9,021,907","1,381,781","1,378,866"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,May-23,"9,985,185","9,972,785","1,653,914","1,650,294"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jun-23,"9,789,508","9,775,615","1,731,642","1,729,200"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jul-23,"7,842,157","7,842,157","1,427,216","1,427,216"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Aug-23,"7,156,738","7,101,100","1,305,117","1,287,093"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Sep-23,"4,614,604","4,614,604","1,151,975","1,151,975"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Oct-23,"3,909,824","3,909,824","1,034,996","1,034,996"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Nov-23,"3,556,524","3,554,399","904,878","904,128"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Dec-23,"4,071,518","4,071,518","1,129,227","1,129,227"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jan-24,"4,593,248","4,593,248","1,209,018","1,209,018"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Feb-24,"4,408,055","4,390,420","1,325,508","1,324,692"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Mar-24,"4,319,571","4,244,602","1,167,345","1,161,322"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Apr-24,"5,256,895","5,218,984","1,572,839","1,569,524"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,May-24,"4,161,637","4,143,071","1,124,406","1,120,796"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jun-24,"4,630,788","4,630,788","1,082,418","1,082,418"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jul-24,"6,533,573","6,515,458","1,822,945","1,819,023"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Aug-24,"5,084,744","5,012,842","1,393,111","1,387,790"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Sep-24,"5,990,410","5,981,985","1,829,940","1,827,670"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Oct-24,"7,281,312","7,223,913","2,389,984","2,384,587"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Nov-24,"8,360,236","8,334,329","2,821,997","2,812,827"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Dec-24,"10,805,998","10,792,751","4,104,616","4,099,575"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Jan-25,"13,256,667","13,195,425","4,678,757","4,670,824"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Feb-25,"7,366,562","7,366,562","2,229,391","2,229,391"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Mar-25,"9,495,607","9,482,245","3,297,926","3,294,116"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,Apr-25,"5,801,139","5,774,715","1,488,840","1,479,820"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Asia - Other,May-25,"5,379,631","5,345,191","1,686,117","1,684,470"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Jan-08,"203,354","203,354","35,669","35,669"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Feb-08,"73,555","73,555","20,752","20,752"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Mar-08,"296,739","296,739","58,031","58,031"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Apr-08,"853,389","853,389","149,219","149,219"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,May-08,"665,838","665,838","117,457","117,457"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Jun-08,"509,395","509,395","80,140","80,140"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Jul-08,"809,252","809,252","123,613","123,613"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Aug-08,"309,362","309,362","51,030","51,030"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Sep-08,"758,524","758,524","65,526","65,526"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Oct-08,"538,143","538,143","98,059","98,059"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Nov-08,"55,647","55,647","12,420","12,420"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Dec-08,"272,698","272,698","63,410","63,410"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Jan-09,"210,074","210,074","50,695","50,695"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Feb-09,"122,879","122,879","20,970","20,970"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Sep-09,"179,391","179,391","24,800","24,800"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Oct-09,"169,165","169,165","27,645","27,645"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Nov-09,"117,138","117,138","9,321","9,321"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Dec-09,"261,692","261,692","37,696","37,696"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Jan-10,"272,957","272,957","40,506","40,506"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Feb-10,"184,579","184,579","28,598","28,598"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Mar-10,"149,397","149,397","23,205","23,205"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Apr-10,"122,027","122,027","19,325","19,325"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,May-10,"358,848","358,848","49,735","49,735"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Jun-10,"265,066","265,066","19,455","19,455"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Jul-10,"218,947","218,947","39,885","39,885"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Aug-10,"759,674","759,674","136,592","136,592"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Sep-10,"1,148,135","1,148,135","229,257","229,257"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Oct-10,"533,094","533,094","83,535","83,535"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Nov-10,"41,969","41,969","6,452","6,452"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Dec-10,"95,514","95,514","12,485","12,485"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Jan-11,"137,384","137,384","15,144","15,144"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Mar-11,"43,865","43,865","5,882","5,882"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Apr-11,"99,461","85,943","9,280","8,660"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,May-11,"127,073","127,073","14,392","14,392"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Jun-11,"61,338","61,338","8,750","8,750"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Aug-11,"182,594","182,594","17,177","17,177"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Sep-11,"164,034","164,034","23,805","23,805"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Oct-11,"143,283","143,283","27,257","27,257"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Nov-11,"204,094","204,094","39,177","39,177"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Dec-11,"180,108","180,108","27,587","27,587"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Jan-12,"398,481","398,481","62,966","62,966"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Feb-12,"5,101","5,101","1,544","1,544"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Mar-12,"92,434","92,434","13,532","13,532"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Apr-12,"147,769","147,769","24,610","24,610"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,May-12,"160,208","160,208","26,850","26,850"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Jun-12,"202,521","202,521","27,065","27,065"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Jul-12,"270,019","270,019","31,656","31,656"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Aug-12,"18,524","18,524","4,560","4,560"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Sep-12,"33,208","33,208","7,980","7,980"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Oct-12,"189,997","189,997","27,125","27,125"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Nov-12,"38,055","38,055","12,971","12,971"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Dec-12,"135,693","135,693","23,422","23,422"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Jan-13,"303,448","279,416","48,273","42,573"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Feb-13,"80,046","43,384","10,388","4,483"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Mar-13,"255,077","255,077","32,570","32,570"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Apr-13,"228,541","216,191","33,238","31,128"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,May-13,"218,925","211,064","30,680","29,030"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Jun-13,"98,483","98,483","10,795","10,795"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Jul-13,"136,557","136,557","15,300","15,300"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Aug-13,"91,840","91,840","36,424","36,424"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Sep-13,"78,578","78,578","22,740","22,740"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Oct-13,"96,668","96,668","16,320","16,320"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Nov-13,"149,301","149,301","22,217","22,217"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Dec-13,"73,079","73,079","12,619","12,619"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Jan-14,"209,599","209,599","29,310","29,310"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Mar-14,"98,500","98,500","9,987","9,987"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Apr-14,"162,194","162,194","23,866","23,866"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,May-14,"92,342","92,342","14,902","14,902"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Jul-14,"174,379","174,379","27,580","27,580"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Aug-14,"176,059","176,059","29,128","29,128"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Sep-14,"160,798","160,798","73,117","73,117"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Oct-14,"328,724","328,724","50,873","50,873"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Nov-14,"46,610","46,610","7,958","7,958"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Dec-14,"146,973","146,973","76,995","76,995"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Jan-15,"100,993","100,993","33,961","33,961"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Mar-15,"118,502","118,502","45,624","45,624"
Arkansas,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Australia and Oceania,Apr-15,"136,066","136,066","77,035","77,035"
