State Imports by HS Commodities,,,,,,,
Current date: 07/30/2025 1:51 PM (Eastern Daylight Time),,,,,,,
State,Commodity,Country,Time,Vessel Value ($US),Customs Containerized Vessel Value (Gen) ($US),Vessel SWT (kg),Containerized Vessel SWT (Gen) (kg)
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Jan-08,"47,348","47,348","18,614","18,614"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Feb-08,"49,280","49,280","19,362","19,362"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Mar-08,"154,227","154,227","58,124","58,124"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Apr-08,"55,020","55,020","19,320","19,320"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Feb-13,"23,100","23,100","19,474","19,474"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Sep-13,"498,943","498,943","136,053","136,053"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Oct-13,"1,271,838","1,271,838","346,813","346,813"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,May-14,"643,020","643,020","136,492","136,492"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Jun-14,"342,049","342,049","75,290","75,290"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Aug-14,"590,636","590,636","135,828","135,828"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Dec-14,"126,578","126,578","17,431","17,431"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Jan-15,"946,829","946,829","150,778","150,778"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Feb-15,"3,263,897","3,263,897","600,924","600,924"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Mar-15,"1,794,750","1,794,750","350,878","350,878"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Apr-15,"4,009,370","4,009,370","837,533","837,533"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,May-15,"1,977,816","1,977,816","447,860","447,860"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Jun-15,"2,157,735","2,157,735","513,276","513,276"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Jul-15,"90,619","90,619","19,330","19,330"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Jan-16,"1,975,884","1,975,884","562,569","562,569"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Feb-16,"1,478,137","1,478,137","406,366","406,366"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Mar-16,"1,347,096","1,347,096","389,147","389,147"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,May-16,"358,680","358,680","98,700","98,700"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Jun-16,"285,600","285,600","78,960","78,960"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Feb-17,"60,841","60,841","54,460","54,460"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Mar-17,"23,808","23,808","17,224","17,224"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Nov-19,"23,371","23,371","18,606","18,606"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,May-21,"244,096","244,096","23,942","23,942"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Dec-21,"184,518","184,518","18,394","18,394"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Apr-22,"103,282","103,282","50,855","50,855"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Oct-22,"75,741","75,741","17,351","17,351"
Arkansas,02 Meat And Edible Meat Offal,Australia and Oceania,Mar-23,"93,060","93,060","18,394","18,394"
Arkansas,02 Meat And Edible Meat Offal,South America,Oct-24,"148,193","148,193","28,014","28,014"
Arkansas,02 Meat And Edible Meat Offal,South America,Mar-25,"157,835","157,835","26,894","26,894"
Arkansas,02 Meat And Edible Meat Offal,South America,Apr-25,"124,065","124,065","24,773","24,773"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Jan-08,"128,252","128,252","34,767","34,767"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Feb-08,"87,866","87,866","16,765","16,765"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Mar-08,"351,539","351,539","67,060","67,060"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,May-08,"175,882","175,882","33,530","33,530"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Jun-08,"263,748","263,748","50,295","50,295"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Jul-08,"87,941","87,941","16,765","16,765"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Aug-08,"87,941","87,941","16,765","16,765"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Oct-08,"90,294","90,294","16,765","16,765"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Nov-08,"185,154","185,154","33,530","33,530"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Dec-08,"193,097","193,097","33,530","33,530"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Feb-09,"201,204","201,204","33,530","33,530"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Mar-09,"201,128","201,128","33,565","33,565"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Apr-09,"302,092","302,092","50,295","50,295"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,May-09,"100,726","100,726","16,765","16,765"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Jun-09,"100,726","100,726","16,800","16,800"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Jul-09,"362,310","362,310","70,295","70,295"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Aug-09,"197,192","197,192","33,530","33,530"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Sep-09,"344,574","344,574","69,346","69,346"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Oct-09,"336,321","336,321","69,255","69,255"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Nov-09,"96,560","96,560","16,765","16,765"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Dec-09,"350,020","350,020","87,827","87,827"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Jan-10,"314,930","314,930","129,795","129,795"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Feb-10,"72,624","72,624","19,543","19,543"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Mar-10,"55,251","55,251","18,960","18,960"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Feb-12,"55,210","55,210","16,692","16,692"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Mar-12,"111,201","111,201","33,384","33,384"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,May-13,"45,825","45,825","17,055","17,055"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Sep-13,"52,602","52,602","18,886","18,886"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Oct-13,"54,951","54,951","19,612","19,612"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Dec-13,"224,720","224,720","16,849","16,849"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Jan-14,"98,744","98,744","35,652","35,652"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Apr-14,"48,900","48,900","19,612","19,612"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,May-14,"48,900","48,900","18,523","18,523"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Jun-14,"51,750","51,750","16,692","16,692"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Jul-14,"50,025","50,025","16,170","16,170"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Sep-14,"92,992","92,992","33,978","33,978"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Nov-14,"45,946","45,946","16,989","16,989"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Jun-15,"44,398","44,398","16,990","16,990"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Aug-16,"38,135","38,135","18,818","18,818"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Apr-17,"74,550","74,550","23,903","23,903"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Jan-18,"61,900","61,900","23,114","23,114"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Nov-18,"475,718","475,718","164,669","164,669"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Dec-18,"610,109","610,109","217,000","217,000"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Jan-19,"218,301","218,301","74,598","74,598"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Jun-19,"45,100","45,100","21,900","21,900"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Jul-19,"125,414","125,414","28,166","28,166"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Aug-19,"3,200","3,200",641,641
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Oct-19,"45,579","45,579","27,113","27,113"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Nov-19,"240,183","240,183","117,101","117,101"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Dec-19,"150,910","150,910","68,850","68,850"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Jan-20,"109,030","109,030","46,157","46,157"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Feb-20,"54,000","54,000","22,540","22,540"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Mar-20,"105,190","105,190","48,973","48,973"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Apr-20,"52,110","52,110","23,274","23,274"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,May-20,"200,486","200,486","91,809","91,809"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Jul-20,"53,020","53,020","45,474","45,474"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Aug-20,"80,696","80,696","43,685","43,685"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Sep-20,"220,190","220,190","113,984","113,984"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Oct-20,"102,870","102,870","43,400","43,400"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Nov-20,"177,820","177,820","66,523","66,523"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Asia - Other,Dec-20,"80,350","80,350","49,044","49,044"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Australia and Oceania,Feb-10,"69,660","69,660","18,246","18,246"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Australia and Oceania,Mar-12,"65,635","65,635","17,991","17,991"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Australia and Oceania,Jan-13,"64,731","64,731","17,991","17,991"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",Australia and Oceania,Jul-13,"69,107","69,107","17,991","17,991"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",South America,May-08,"51,838","51,838","17,710","17,710"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",South America,Feb-10,"33,317","33,317","25,913","25,913"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",South America,Apr-13,"163,095","163,095","21,718","21,718"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",South America,Sep-13,"64,850","64,850","19,400","19,400"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",South America,May-14,"162,511","162,511","14,206","14,206"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",South America,Aug-16,"62,231","62,231","23,460","23,460"
Arkansas,"03 Fish, Crustaceans & Aquatic Invertebrates",South America,Mar-18,"84,800","84,800","8,290","8,290"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Australia and Oceania,Nov-22,"244,480","244,480","15,791","15,791"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Australia and Oceania,Apr-23,"205,937","205,937","6,244","6,244"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Australia and Oceania,Jul-23,"379,330","379,330","12,274","12,274"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Australia and Oceania,Oct-23,"485,337","485,337","15,245","15,245"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Australia and Oceania,Feb-24,"47,584","47,584","1,261","1,261"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Australia and Oceania,Mar-24,"53,097","53,097","1,407","1,407"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Australia and Oceania,Apr-24,"23,447","23,447",621,621
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Australia and Oceania,May-24,"188,340","188,340","7,527","7,527"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Australia and Oceania,Jul-24,"5,001","5,001",400,400
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Australia and Oceania,Aug-24,"4,082","4,082",340,340
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Australia and Oceania,Sep-24,"40,047","40,047","2,356","2,356"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Australia and Oceania,Nov-24,"37,537","37,537",994,994
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Australia and Oceania,Apr-25,"16,633","16,633","1,672","1,672"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Australia and Oceania,May-25,"29,195","29,195","2,818","2,818"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Europe,Apr-09,"6,352","6,352","1,183","1,183"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Europe,Jun-09,"10,861","10,861","2,071","2,071"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Europe,Nov-09,"10,340","10,340","2,071","2,071"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Europe,Apr-11,"20,347","20,347","3,281","3,281"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Europe,Jan-12,"46,095","46,095","9,277","9,277"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Europe,Feb-12,"8,400","8,400","1,222","1,222"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Europe,Apr-25,"9,652","9,652",636,636
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,South America,Aug-08,"56,434","56,434","19,200","19,200"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,South America,Feb-10,"109,309","109,309","37,514","37,514"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,South America,Nov-10,"601,727","601,727","190,420","190,420"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,South America,Apr-11,"242,039","242,039","75,100","75,100"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,South America,Aug-11,"119,226","119,226","37,633","37,633"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,South America,Apr-14,"142,456","142,456","40,973","40,973"
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,South America,Nov-16,"4,787","4,787",650,650
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,South America,Mar-17,"7,995","7,995",927,927
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,South America,Nov-19,"10,260","10,260",562,562
Arkansas,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,South America,Aug-20,"13,644","13,644","1,820","1,820"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jan-08,"123,422","123,422","47,541","47,541"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Feb-08,"180,090","180,090","68,411","68,411"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Mar-08,"53,688","53,688","11,531","11,531"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Apr-08,"73,245","73,245","26,909","26,909"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,May-08,"220,354","220,354","94,553","94,553"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jun-08,"15,768","15,768","16,607","16,607"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jul-08,"17,280","17,280","18,520","18,520"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Aug-08,"22,464","22,464","24,076","24,076"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Sep-08,"8,640","8,640","7,000","7,000"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Oct-08,"55,789","55,789","34,255","34,255"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Nov-08,"57,594","57,594","46,662","46,662"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Feb-09,"112,237","112,237","43,666","43,666"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Mar-09,"9,679","9,679","2,445","2,445"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Apr-09,"56,597","56,597","22,144","22,144"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,May-09,"51,828","51,828","34,435","34,435"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jun-09,"21,980","21,980","12,368","12,368"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jul-09,"73,984","73,984","30,929","30,929"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Aug-09,"85,447","85,447","34,265","34,265"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Sep-09,"26,704","26,704","3,210","3,210"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Oct-09,"22,847","22,847","4,845","4,845"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Nov-09,"19,461","19,461","4,780","4,780"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Dec-09,"69,005","69,005","19,097","19,097"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Mar-12,"66,586","66,586","45,968","45,968"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Sep-12,"133,749","133,749","21,385","21,385"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Oct-12,"581,136","581,136","94,096","94,096"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Nov-12,"17,019","17,019","2,636","2,636"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Dec-12,"176,719","176,719","28,414","28,414"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jan-13,"24,149","24,149","3,772","3,772"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Feb-13,"70,589","70,589","10,309","10,309"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Apr-13,"6,823","6,823",830,830
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,May-13,"175,750","175,750","23,000","23,000"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jun-13,"203,813","203,813","31,111","31,111"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jul-13,"159,947","159,947","20,001","20,001"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Aug-13,"175,215","175,215","24,223","24,223"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Sep-13,"164,396","164,396","24,697","24,697"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Oct-13,"625,995","625,995","79,619","79,619"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Nov-13,"54,943","54,943","6,368","6,368"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Feb-14,"1,100,861","1,100,861","134,597","134,597"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Mar-14,"421,905","421,905","64,770","64,770"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Apr-14,"676,611","676,611","92,365","92,365"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,May-14,"938,897","938,897","120,447","120,447"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jun-14,"612,014","612,014","77,153","77,153"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jul-14,"201,339","201,339","31,371","31,371"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Aug-14,"85,998","85,998","9,629","9,629"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Sep-14,"74,062","74,062","7,871","7,871"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Oct-14,"756,950","756,950","95,286","95,286"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Nov-14,"364,845","364,845","49,922","49,922"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Dec-14,"722,441","722,441","100,142","100,142"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jan-15,"397,961","397,961","53,416","53,416"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Feb-15,"534,134","534,134","69,301","69,301"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Mar-15,"346,692","346,692","38,194","38,194"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Apr-15,"955,685","955,685","116,650","116,650"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,May-15,"995,157","995,157","134,702","134,702"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jun-15,"901,043","901,043","118,576","118,576"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jul-15,"747,957","747,957","100,051","100,051"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Aug-15,"292,327","292,327","42,353","42,353"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Sep-15,"729,839","729,839","89,127","89,127"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Oct-15,"1,645,569","1,645,569","238,311","238,311"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Nov-15,"660,565","660,565","83,832","83,832"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Dec-15,"1,056,710","1,056,710","157,740","157,740"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jan-16,"822,871","822,871","126,936","126,936"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Feb-16,"1,409,312","1,409,312","272,737","272,737"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Mar-16,"334,886","334,886","46,201","46,201"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Apr-16,"908,665","908,665","139,565","139,565"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,May-16,"630,583","630,583","92,618","92,618"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jun-16,"765,186","765,186","109,179","109,179"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jul-16,"993,493","993,493","156,005","156,005"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Aug-16,"1,154,339","1,154,339","169,377","169,377"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Sep-16,"914,230","914,230","136,135","136,135"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Oct-16,"939,040","939,040","156,092","156,092"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Nov-16,"1,794,599","1,638,506","374,718","275,578"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Dec-16,"1,300,447","1,300,447","201,818","201,818"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jan-17,"1,466,765","1,466,765","237,684","237,684"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Feb-17,"1,539,218","1,539,218","232,724","232,724"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Mar-17,"724,407","724,407","119,402","119,402"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Apr-17,"640,149","640,149","100,658","100,658"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,May-17,"1,258,371","1,258,371","205,779","205,779"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jun-17,"1,494,545","1,494,545","222,780","222,780"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jul-17,"864,140","864,140","148,561","148,561"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Aug-17,"992,662","992,662","161,490","161,490"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Sep-17,"1,238,118","1,238,118","195,881","195,881"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Oct-17,"1,685,139","1,685,139","279,177","279,177"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Nov-17,"1,249,782","1,249,782","204,074","204,074"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Dec-17,"1,192,440","1,192,440","193,915","193,915"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jan-18,"1,229,917","1,229,917","194,102","194,102"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Feb-18,"897,064","897,064","170,201","170,201"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Mar-18,"1,698,729","1,698,729","286,174","286,174"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Apr-18,"1,101,704","1,101,704","189,837","189,837"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,May-18,"1,327,377","1,327,377","231,088","231,088"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jun-18,"1,244,365","1,244,365","217,763","217,763"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jul-18,"1,390,820","1,390,820","223,541","223,541"
